news_id,sentiment,id,emotion,star
541,0.476535141468048,7812,-1,1
542,0.353645771741867,7813,-1,1
543,0.46741995215416,7814,-1,1
544,0.691541373729706,7815,-1,1
545,0.402075260877609,7816,1,4
546,0.595965921878815,7817,-1,1
547,0.458689093589783,7818,-1,1
548,0.372384577989578,7819,-1,1
549,0.340690523386002,7820,1,5
550,0.289829015731812,7821,0,3
551,0.556002259254456,7822,-1,1
552,0.325384169816971,7823,1,4
553,0.299007385969162,7824,1,4
554,0.253335475921631,7825,-1,2
555,0.63588285446167,7826,-1,1
556,0.403721243143082,7827,-1,1
557,0.586605727672577,7828,-1,1
558,0.380602836608887,7829,-1,1
559,0.287783682346344,7830,0,3
560,0.322519391775131,7831,-1,1
561,0.336002022027969,7832,1,4
562,0.348459750413895,7833,1,4
563,0.318656116724014,7834,-1,1
564,0.498030751943588,7835,-1,1
565,0.280988693237305,7836,-1,2
566,0.473291546106339,7837,-1,1
567,0.386819183826447,7838,-1,2
568,0.242404401302338,7839,-1,1
627,0.711729943752289,7840,-1,1
569,0.395399451255798,7841,-1,1
570,0.330153256654739,7842,-1,1
571,0.249512255191803,7843,-1,2
572,0.522457897663116,7844,-1,1
573,0.259576261043549,7845,0,3
574,0.349291265010834,7846,-1,1
575,0.521743774414062,7847,-1,1
576,0.315995752811432,7848,-1,1
577,0.519449949264526,7849,-1,1
578,0.239970371127129,7850,1,4
579,0.334391981363297,7851,-1,1
580,0.506603598594666,7852,-1,1
581,0.382216781377792,7853,-1,1
582,0.4142786860466,7854,-1,1
2613,0.707943081855774,7855,-1,1
583,0.685582101345062,7856,-1,1
584,0.688923478126526,7857,-1,1
585,0.455543965101242,7858,-1,1
586,0.499458372592926,7859,-1,1
587,0.317822694778442,7860,-1,1
588,0.443360179662704,7861,-1,1
589,0.700268924236298,7862,-1,1
7149,0.513499915599823,7863,1,5
591,0.621676623821259,7864,1,5
592,0.305519193410873,7865,1,5
593,0.309904009103775,7866,1,4
594,0.592394828796387,7867,-1,1
595,0.356025069952011,7868,-1,1
596,0.735523641109467,7869,-1,1
8007,0.67122882604599,7870,-1,1
597,0.285256803035736,7871,1,5
598,0.482888400554657,7872,1,5
599,0.578368067741394,7873,-1,1
600,0.256874710321426,7874,-1,1
601,0.316268384456635,7875,-1,1
602,0.347530990839005,7876,1,4
603,0.278534293174744,7877,1,4
604,0.413382053375244,7878,-1,1
605,0.375687479972839,7879,-1,1
606,0.275258004665375,7880,-1,1
607,0.501450836658478,7881,-1,1
608,0.669578313827515,7882,-1,1
609,0.333644092082977,7883,1,5
610,0.651590049266815,7884,-1,1
782,0.526049137115479,7885,-1,1
611,0.449990659952164,7886,1,5
612,0.593060433864594,7887,-1,1
613,0.468373566865921,7888,-1,1
614,0.499727040529251,7889,-1,1
615,0.577725887298584,7890,-1,1
616,0.586852312088013,7891,1,5
617,0.316330850124359,7892,1,4
618,0.240097746253014,7893,1,4
619,0.248426333069801,7894,1,4
620,0.24908846616745,7895,1,5
621,0.527326703071594,7896,-1,1
622,0.23639290034771,7897,1,4
623,0.404742896556854,7898,-1,1
624,0.321510195732117,7899,-1,1
625,0.355643004179001,7900,1,4
626,0.352548450231552,7901,-1,1
628,0.657454669475555,7902,-1,1
629,0.292966902256012,7903,0,3
630,0.784178912639618,7904,-1,1
631,0.58292281627655,7905,-1,1
632,0.782875001430511,7906,-1,1
7150,0.338739633560181,7907,-1,1
634,0.378864049911499,7908,0,3
635,0.649528026580811,7909,-1,1
636,0.59550666809082,7910,-1,1
637,0.239218309521675,7911,-1,2
638,0.328854858875275,7912,1,4
639,0.612405061721802,7913,1,5
640,0.278578758239746,7914,1,4
641,0.392318785190582,7915,1,5
642,0.34088146686554,7916,1,5
643,0.276280790567398,7917,1,5
644,0.316663533449173,7918,1,4
645,0.269021034240723,7919,1,4
646,0.257952094078064,7920,0,3
647,0.39412933588028,7921,-1,1
648,0.450920850038528,7922,-1,1
649,0.246013015508652,7923,1,4
650,0.503263294696808,7924,-1,1
651,0.596831500530243,7925,1,5
652,0.594785809516907,7926,-1,1
653,0.572049021720886,7927,1,5
654,0.470004171133041,7928,1,5
655,0.412835597991943,7929,1,4
656,0.460925042629242,7930,1,5
671,0.248510375618935,7931,-1,2
14182,0.423201888799667,7932,-1,1
657,0.259504944086075,7933,-1,1
658,0.488234668970108,7934,1,5
659,0.274933040142059,7935,1,4
660,0.463846802711487,7936,-1,1
661,0.422351628541946,7937,1,5
662,0.35395085811615,7938,-1,1
663,0.261768311262131,7939,-1,1
664,0.394481152296066,7940,0,3
665,0.268179327249527,7941,1,5
666,0.583623886108398,7942,-1,1
667,0.284614890813828,7943,1,4
668,0.606481313705444,7944,-1,1
669,0.512843251228333,7945,-1,1
670,0.327907025814056,7946,-1,2
672,0.698242366313934,7947,-1,1
673,0.506075382232666,7948,-1,1
674,0.382735073566437,7949,-1,1
675,0.424116283655167,7950,1,4
676,0.63360196352005,7951,-1,1
677,0.420663058757782,7952,1,5
678,0.420347511768341,7953,1,5
679,0.529956877231598,7954,1,5
680,0.376766055822372,7955,1,4
681,0.284142434597015,7956,1,4
682,0.339126795530319,7957,1,4
683,0.802668690681458,7958,-1,1
684,0.688923478126526,7959,-1,1
685,0.342689901590347,7960,1,4
3696,0.653569638729095,7961,-1,1
686,0.258986383676529,7962,-1,1
687,0.611073672771454,7963,-1,1
688,0.748668551445007,7964,-1,1
689,0.499458372592926,7965,-1,1
690,0.345093131065369,7966,1,4
691,0.485423594713211,7967,-1,1
692,0.317822694778442,7968,-1,1
693,0.389526307582855,7969,-1,1
694,0.39829096198082,7970,1,4
695,0.700690746307373,7971,-1,1
696,0.415465861558914,7972,1,4
697,0.597564041614532,7973,-1,1
698,0.351448535919189,7974,-1,1
699,0.41351330280304,7975,1,5
14293,0.295015096664429,7976,-1,1
700,0.465199053287506,7977,-1,1
701,0.466320008039474,7978,1,5
702,0.227526023983955,7979,1,4
703,0.283661007881165,7980,-1,1
704,0.616416335105896,7981,-1,1
705,0.319369256496429,7982,-1,1
706,0.417164444923401,7983,-1,1
707,0.376221567392349,7984,-1,1
708,0.576547861099243,7985,-1,1
709,0.367529898881912,7986,-1,1
710,0.247093126177788,7987,1,5
711,0.280245572328568,7988,-1,1
796,0.683731913566589,7989,-1,1
712,0.652002573013306,7990,1,5
713,0.421077877283096,7991,-1,1
714,0.297683626413345,7992,0,3
715,0.377489745616913,7993,-1,1
716,0.549470067024231,7994,1,5
717,0.318718731403351,7995,-1,1
718,0.361221194267273,7996,-1,1
719,0.383591204881668,7997,-1,1
720,0.424692124128342,7998,1,5
721,0.497930884361267,7999,-1,1
722,0.397719442844391,8000,1,4
723,0.436571598052979,8001,-1,1
736,0.763218402862549,8002,-1,1
17542,0.573297739028931,8003,-1,1
724,0.587644755840302,8004,-1,1
725,0.646997511386871,8005,-1,1
726,0.652802884578705,8006,-1,1
727,0.587448000907898,8007,-1,1
728,0.247710034251213,8008,-1,2
729,0.529167473316193,8009,-1,1
730,0.738486647605896,8010,-1,1
731,0.396394520998001,8011,-1,1
732,0.294970124959946,8012,1,4
733,0.325039178133011,8013,-1,2
734,0.327366918325424,8014,-1,2
735,0.7540403008461,8015,-1,1
737,0.261318802833557,8016,1,4
738,0.242495015263557,8017,0,3
739,0.255247086286545,8018,0,3
740,0.366230577230453,8019,-1,1
741,0.300953358411789,8020,-1,1
742,0.353874206542969,8021,1,4
743,0.316584885120392,8022,1,4
744,0.611971318721771,8023,-1,1
745,0.391904950141907,8024,1,5
746,0.317397117614746,8025,1,4
747,0.254246681928635,8026,-1,1
748,0.562278628349304,8027,-1,1
749,0.497739493846893,8028,-1,1
750,0.236904755234718,8029,1,4
751,0.579768717288971,8030,-1,1
766,0.297876745462418,8031,1,4
752,0.326080113649368,8032,1,5
753,0.290278494358063,8033,1,5
754,0.351503431797028,8034,1,5
755,0.276283711194992,8035,1,4
756,0.441144049167633,8036,1,5
757,0.32681730389595,8037,1,5
758,0.406907141208649,8038,1,4
759,0.449239999055862,8039,1,5
760,0.438630074262619,8040,1,4
761,0.270492404699326,8041,-1,1
762,0.332501888275146,8042,1,4
763,0.310306072235107,8043,-1,2
764,0.330585688352585,8044,1,4
765,0.335635721683502,8045,1,4
767,0.338577747344971,8046,0,3
768,0.331506907939911,8047,1,4
769,0.278578788042068,8048,-1,1
770,0.347662001848221,8049,1,4
771,0.62722247838974,8050,-1,1
772,0.308955758810043,8051,-1,1
773,0.465074419975281,8052,-1,1
774,0.489410638809204,8053,-1,1
775,0.324081063270569,8054,1,4
776,0.242227256298065,8055,0,3
777,0.357929885387421,8056,1,5
778,0.349823176860809,8057,1,5
779,0.316260039806366,8058,-1,1
780,0.441162317991257,8059,-1,1
781,0.473882526159286,8060,-1,1
803,0.284614890813828,8061,1,4
783,0.491618305444717,8062,1,5
784,0.720359027385712,8063,-1,1
785,0.568739891052246,8064,-1,1
786,0.63703066110611,8065,-1,1
787,0.620774030685425,8066,-1,1
788,0.296855330467224,8067,-1,1
789,0.42691245675087,8068,1,4
790,0.315605252981186,8069,-1,2
791,0.646997511386871,8070,-1,1
792,0.652802884578705,8071,-1,1
793,0.650466620922089,8072,-1,1
794,0.615876436233521,8073,-1,1
795,0.456790566444397,8074,-1,1
804,0.281507045030594,8075,0,3
797,0.35600808262825,8076,1,4
798,0.812275409698486,8077,-1,1
799,0.816890060901642,8078,-1,1
800,0.333148330450058,8079,1,4
801,0.611150324344635,8080,-1,1
802,0.653426706790924,8081,-1,1
1458,0.339554488658905,8082,1,4
1459,0.650381207466125,8083,-1,1
1460,0.324144393205643,8084,-1,2
1461,0.248543366789818,8085,-1,1
1462,0.605309963226318,8086,1,5
1463,0.520485281944275,8087,1,5
1464,0.597063362598419,8088,-1,1
1576,0.50002384185791,8089,-1,1
805,0.80943888425827,8090,-1,1
806,0.433223456144333,8091,-1,2
807,0.318779468536377,8092,1,4
808,0.486508250236511,8093,-1,1
809,0.238586261868477,8094,-1,2
810,0.238586261868477,8095,-1,2
7151,0.230745017528534,8096,0,3
812,0.628592610359192,8097,1,5
813,0.703894138336182,8098,1,5
814,0.497384250164032,8099,1,5
815,0.691842794418335,8100,1,5
816,0.622396409511566,8101,1,5
817,0.380214482545853,8102,-1,1
818,0.723175644874573,8103,-1,1
819,0.362413078546524,8104,-1,2
820,0.372359126806259,8105,-1,1
821,0.367168098688126,8106,1,5
14521,0.299535691738129,8107,-1,1
822,0.264687806367874,8108,1,5
823,0.452535539865494,8109,-1,1
824,0.463444262742996,8110,-1,1
825,0.276464074850082,8111,1,5
826,0.663798987865448,8112,-1,1
827,0.435396283864975,8113,-1,1
828,0.48664328455925,8114,-1,1
829,0.268740624189377,8115,-1,1
830,0.297459304332733,8116,-1,1
831,0.394382506608963,8117,-1,1
832,0.256446003913879,8118,0,3
833,0.325262188911438,8119,1,4
834,0.358659029006958,8120,1,4
835,0.453372240066528,8121,1,5
836,0.305586636066437,8122,1,4
15805,0.58766895532608,8123,-1,1
837,0.297523736953735,8124,1,4
838,0.692359805107117,8125,-1,1
839,0.361519187688828,8126,-1,1
840,0.343030035495758,8127,1,5
841,0.300278156995773,8128,1,4
842,0.293405801057816,8129,1,4
843,0.40703609585762,8130,1,4
844,0.247499540448189,8131,-1,1
845,0.314962208271027,8132,1,4
846,0.711729943752289,8133,-1,1
847,0.298038512468338,8134,1,4
848,0.325200229883194,8135,1,4
849,0.657454669475555,8136,-1,1
850,0.605082750320435,8137,-1,1
851,0.377328157424927,8138,-1,1
852,0.577494561672211,8139,-1,1
853,0.337846636772156,8140,-1,1
854,0.671479523181915,8141,-1,1
855,0.338992834091187,8142,1,4
856,0.58292281627655,8143,-1,1
857,0.437568157911301,8144,-1,1
858,0.782875001430511,8145,-1,1
7152,0.376816153526306,8146,-1,1
860,0.331056445837021,8147,1,4
861,0.428627997636795,8148,-1,1
862,0.621030986309052,8149,-1,1
863,0.356350749731064,8150,1,5
22279,0.249300360679626,8151,1,4
865,0.441096067428589,8152,-1,1
866,0.332963496446609,8153,1,5
867,0.332963496446609,8154,1,5
868,0.458364427089691,8155,-1,1
869,0.54286003112793,8156,-1,1
870,0.331738352775574,8157,-1,1
871,0.467195898294449,8158,1,5
872,0.211139246821404,8159,1,4
873,0.379815012216568,8160,1,5
874,0.705777168273926,8161,-1,1
875,0.668301582336426,8162,-1,1
876,0.437930524349213,8163,-1,1
877,0.77422559261322,8164,-1,1
878,0.403890907764435,8165,1,5
879,0.401558637619019,8166,-1,1
924,0.339742213487625,8167,-1,1
880,0.374343365430832,8168,-1,1
881,0.518142223358154,8169,-1,1
882,0.453177481889725,8170,-1,1
883,0.516960084438324,8171,-1,1
884,0.362641394138336,8172,1,4
885,0.335362672805786,8173,1,4
886,0.312198966741562,8174,1,4
887,0.252466827630997,8175,1,5
888,0.328781753778458,8176,0,3
889,0.685582101345062,8177,-1,1
890,0.274990946054459,8178,1,4
891,0.736107230186462,8179,-1,1
892,0.712728142738342,8180,-1,1
17284,0.45505428314209,8181,-1,1
893,0.492589682340622,8182,-1,1
894,0.357584774494171,8183,1,4
895,0.327178925275803,8184,-1,2
896,0.323112607002258,8185,1,4
897,0.425278395414352,8186,1,5
898,0.341202735900879,8187,1,4
899,0.308225363492966,8188,-1,1
900,0.280362784862518,8189,-1,1
901,0.466813206672668,8190,1,5
902,0.238662719726562,8191,1,4
903,0.296067744493484,8192,1,5
904,0.353164225816727,8193,1,4
905,0.257227092981339,8194,-1,2
906,0.332301080226898,8195,1,4
17519,0.237162679433823,8196,-1,1
907,0.418399810791016,8197,-1,1
908,0.331506043672562,8198,1,4
909,0.477456241846085,8199,-1,1
910,0.235625743865967,8200,-1,1
911,0.365147948265076,8201,-1,1
912,0.683324158191681,8202,-1,1
913,0.301140606403351,8203,1,4
914,0.742748200893402,8204,1,5
915,0.464257925748825,8205,-1,1
916,0.262295544147491,8206,1,4
917,0.377424716949463,8207,1,5
918,0.270131498575211,8208,1,4
919,0.308871954679489,8209,0,3
920,0.305841743946075,8210,1,4
921,0.219402611255646,8211,1,5
17525,0.417352944612503,8212,-1,1
922,0.382017314434052,8213,1,4
923,0.336762011051178,8214,1,5
1465,0.313951313495636,8215,1,4
1466,0.375091373920441,8216,1,4
1467,0.449961453676224,8217,-1,1
1468,0.279586017131805,8218,-1,1
1469,0.382567524909973,8219,1,5
1470,0.35035115480423,8220,-1,1
1471,0.274226248264313,8221,-1,1
1472,0.308436304330826,8222,-1,1
1473,0.426324278116226,8223,-1,1
1474,0.334185123443604,8224,1,5
1475,0.271277219057083,8225,-1,1
1476,0.321962624788284,8226,-1,2
1477,0.53056263923645,8227,-1,1
1478,0.216279938817024,8228,-1,1
925,0.237328320741653,8229,-1,2
926,0.411568403244019,8230,-1,1
927,0.357390880584717,8231,-1,1
928,0.417462199926376,8232,-1,1
929,0.427489459514618,8233,-1,1
930,0.47461611032486,8234,-1,1
931,0.52667373418808,8235,-1,1
932,0.427121758460999,8236,1,5
933,0.555294990539551,8237,-1,1
934,0.626307666301727,8238,-1,1
935,0.418301701545715,8239,1,5
936,0.505182445049286,8240,1,5
937,0.62074339389801,8241,-1,1
938,0.518457293510437,8242,-1,1
939,0.462662875652313,8243,-1,1
940,0.517691910266876,8244,-1,1
17622,0.288986682891846,8245,-1,2
941,0.401705324649811,8246,-1,1
942,0.562605082988739,8247,-1,1
943,0.506118535995483,8248,-1,1
944,0.423120439052582,8249,-1,1
945,0.422016173601151,8250,-1,1
946,0.548997700214386,8251,-1,1
947,0.487086623907089,8252,-1,1
948,0.444281041622162,8253,1,5
949,0.422154992818832,8254,-1,1
950,0.421113550662994,8255,1,5
951,0.547100603580475,8256,-1,1
952,0.265778243541718,8257,1,4
953,0.641526699066162,8258,-1,1
954,0.773371815681458,8259,-1,1
7290,0.746612668037415,8260,-1,1
956,0.433857560157776,8261,1,5
957,0.641931653022766,8262,1,5
958,0.353206932544708,8263,-1,2
959,0.669798314571381,8264,-1,1
960,0.247813180088997,8265,-1,1
961,0.453177481889725,8266,-1,1
962,0.602302968502045,8267,-1,1
963,0.646851420402527,8268,-1,1
964,0.496433079242706,8269,1,5
965,0.613199472427368,8270,-1,1
966,0.305137574672699,8271,1,4
967,0.265858471393585,8272,-1,1
968,0.263894885778427,8273,0,3
969,0.408964186906815,8274,-1,1
