news_id,sentiment,id,emotion,star
128,0.421886324882507,6280,-1,1
130,0.258549273014069,6281,0,3
131,0.271592915058136,6282,0,3
134,0.356698632240295,6283,-1,1
135,0.54839813709259,6284,-1,1
136,0.306050539016724,6285,1,4
137,0.396110713481903,6286,1,4
138,0.440226584672928,6287,1,4
139,0.354609400033951,6288,1,4
142,0.317821502685547,6289,0,3
145,0.301935374736786,6290,0,3
146,0.318542391061783,6291,0,3
150,0.278367638587952,6292,0,3
126,0.405090361833572,6293,1,4
127,0.317654937505722,6294,-1,1
129,0.26508903503418,6295,1,4
132,0.442006587982178,6296,1,4
133,0.363036155700684,6297,-1,1
140,0.299427330493927,6298,0,3
141,0.427797466516495,6299,1,5
143,0.426838248968124,6300,-1,1
144,0.346220970153809,6301,1,4
147,0.331271976232529,6302,0,3
148,0.410592973232269,6303,1,4
149,0.315831214189529,6304,-1,1
151,0.475500524044037,6305,-1,1
155,0.389557212591171,6306,1,4
152,0.302557587623596,6307,1,4
153,0.305278033018112,6308,0,3
156,0.236936315894127,6309,0,3
157,0.333369195461273,6310,-1,1
158,0.316220551729202,6311,0,3
159,0.354665815830231,6312,0,3
161,0.381070196628571,6313,1,4
165,0.473212897777557,6314,1,4
166,0.410971790552139,6315,1,4
167,0.384803354740143,6316,1,4
169,0.247017979621887,6317,-1,2
170,0.349689155817032,6318,1,4
172,0.261551886796951,6319,0,3
14950,0.260258615016937,6320,0,3
160,0.293418705463409,6321,-1,1
162,0.326694548130035,6322,-1,2
163,0.241287142038345,6323,-1,1
164,0.429305464029312,6324,1,4
168,0.310483306646347,6325,1,4
171,0.28855487704277,6326,0,3
173,0.326004803180695,6327,0,3
174,0.288886517286301,6328,1,4
175,0.333760052919388,6329,0,3
176,0.288909494876862,6330,0,3
180,0.302133172750473,6331,0,3
181,0.301602900028229,6332,0,3
184,0.397124409675598,6333,1,4
185,0.371652454137802,6334,1,4
186,0.378614813089371,6335,1,4
177,0.274054139852524,6336,0,3
178,0.462024748325348,6337,1,4
179,0.273058533668518,6338,0,3
182,0.310292929410934,6339,1,4
183,0.368973910808563,6340,-1,1
188,0.406523257493973,6341,1,4
1241,0.319913923740387,6342,1,4
1242,0.357286959886551,6343,-1,1
1244,0.271089375019073,6344,0,3
1246,0.293140977621078,6345,0,3
1247,0.287636697292328,6346,1,4
1248,0.452181249856949,6347,1,4
1249,0.366763234138489,6348,-1,1
1250,0.422245860099792,6349,1,5
26223,0.438011467456818,6350,1,4
187,0.314901530742645,6351,0,3
189,0.267646163702011,6352,-1,1
190,0.260007172822952,6353,-1,2
191,0.373094856739044,6354,0,3
192,0.289316922426224,6355,-1,1
193,0.324674487113953,6356,-1,1
194,0.35028749704361,6357,0,3
195,0.258302956819534,6358,1,4
196,0.404620975255966,6359,1,4
197,0.341854602098465,6360,1,4
198,0.343914777040482,6361,1,5
199,0.369687885046005,6362,1,5
200,0.421522080898285,6363,1,5
201,0.34306874871254,6364,1,4
28917,0.288354486227036,6365,1,4
202,0.310020685195923,6366,1,4
203,0.382041305303574,6367,1,4
204,0.576107561588287,6368,-1,1
206,0.372006595134735,6369,1,4
211,0.753762722015381,6370,-1,1
1251,0.39125394821167,6371,1,4
1253,0.447335451841354,6372,1,4
1254,0.267280369997025,6373,1,4
1255,0.37372824549675,6374,-1,1
4645,0.462174117565155,6375,1,4
1259,0.447277218103409,6376,1,4
1261,0.448243975639343,6377,1,5
1262,0.248418360948563,6378,0,3
1266,0.403090327978134,6379,1,4
205,0.394884467124939,6380,1,4
207,0.275387465953827,6381,-1,2
208,0.471659690141678,6382,-1,1
209,0.29346376657486,6383,-1,1
210,0.277424514293671,6384,1,4
212,0.258239716291428,6385,1,4
213,0.263897597789764,6386,1,4
214,0.291925847530365,6387,-1,1
215,0.252704501152039,6388,-1,1
216,0.394169598817825,6389,1,5
217,0.302219748497009,6390,1,4
218,0.593785285949707,6391,-1,1
219,0.399876207113266,6392,1,4
220,0.583998918533325,6393,1,5
221,0.397661834955215,6394,-1,1
222,0.472357422113419,6395,-1,1
223,0.396110713481903,6396,1,4
224,0.24919830262661,6397,0,3
225,0.638778567314148,6398,-1,1
226,0.255601018667221,6399,1,4
227,0.511394917964935,6400,1,5
228,0.400533407926559,6401,1,4
229,0.642533779144287,6402,-1,1
230,0.373854011297226,6403,1,5
231,0.457081824541092,6404,1,5
232,0.379697650671005,6405,1,4
19969,0.474294096231461,6406,1,5
233,0.302260100841522,6407,0,3
234,0.429990857839584,6408,1,5
235,0.627037346363068,6409,1,5
236,0.403498709201813,6410,-1,1
237,0.392222702503204,6411,1,5
238,0.276731371879578,6412,0,3
239,0.239485800266266,6413,1,4
240,0.304894268512726,6414,1,4
241,0.289795190095901,6415,-1,1
242,0.250684350728989,6416,0,3
243,0.296669632196426,6417,1,4
244,0.349467039108276,6418,1,4
245,0.229787811636925,6419,1,4
246,0.277424514293671,6420,1,4
247,0.497521817684174,6421,1,5
1128,0.38850125670433,6422,1,4
248,0.476909428834915,6423,1,5
249,0.494561910629272,6424,1,5
250,0.404688030481339,6425,-1,1
251,0.464925915002823,6426,1,4
252,0.51555597782135,6427,1,5
253,0.371809631586075,6428,1,5
254,0.296285718679428,6429,0,3
255,0.400533407926559,6430,1,4
256,0.404688030481339,6431,-1,1
257,0.453280031681061,6432,1,4
258,0.253032594919205,6433,1,4
259,0.345107585191727,6434,1,4
18191,0.384448319673538,6435,-1,1
260,0.456668972969055,6436,-1,1
261,0.365099191665649,6437,1,4
262,0.287860870361328,6438,0,3
264,0.342526704072952,6439,0,3
266,0.331271976232529,6440,0,3
1267,0.385928153991699,6441,-1,1
1269,0.46862119436264,6442,-1,1
1273,0.260451763868332,6443,-1,1
1275,0.286267578601837,6444,-1,1
1278,0.294642329216003,6445,0,3
1282,0.310110867023468,6446,1,4
1287,0.361383825540543,6447,1,5
1291,0.343012690544128,6448,1,4
1292,0.535904705524445,6449,1,5
263,0.418732702732086,6450,1,4
265,0.47890904545784,6451,-1,1
267,0.481614321470261,6452,1,5
268,0.27318012714386,6453,0,3
269,0.35837733745575,6454,1,4
270,0.476600646972656,6455,1,4
271,0.603998184204102,6456,-1,1
272,0.444153308868408,6457,-1,1
273,0.429928421974182,6458,1,4
274,0.303447127342224,6459,1,4
275,0.760942220687866,6460,-1,1
276,0.361812204122543,6461,1,4
298,0.277935683727264,6462,0,3
277,0.364105433225632,6463,1,4
280,0.432878106832504,6464,1,4
282,0.37287238240242,6465,1,5
283,0.422466158866882,6466,1,4
285,0.402663826942444,6467,1,4
288,0.304125636816025,6468,0,3
290,0.461386531591415,6469,1,5
4649,0.258317857980728,6470,-1,1
292,0.343149721622467,6471,1,4
293,0.312743753194809,6472,1,5
294,0.358106642961502,6473,1,4
295,0.301294147968292,6474,1,4
296,0.395137548446655,6475,-1,1
297,0.286992877721786,6476,0,3
278,0.27520290017128,6477,1,4
279,0.271865665912628,6478,0,3
281,0.577243566513062,6479,-1,1
284,0.278843611478806,6480,0,3
286,0.39125394821167,6481,1,4
287,0.330965429544449,6482,1,4
289,0.365266621112823,6483,1,5
1268,0.253477931022644,6484,1,4
1270,0.309794634580612,6485,1,4
1271,0.372512072324753,6486,1,5
1272,0.255278319120407,6487,-1,1
1274,0.217898488044739,6488,1,4
1276,0.349569439888,6489,-1,1
1277,0.257932037115097,6490,1,4
1279,0.391305774450302,6491,-1,1
299,0.308700621128082,6492,-1,1
300,0.302325308322906,6493,-1,1
301,0.310002207756042,6494,0,3
302,0.409012854099274,6495,0,3
303,0.444153308868408,6496,-1,1
304,0.375106573104858,6497,0,3
305,0.386458188295364,6498,1,4
306,0.322272032499313,6499,1,4
307,0.376549154520035,6500,-1,2
308,0.472353488206863,6501,-1,1
309,0.460863202810287,6502,1,5
310,0.713083326816559,6503,-1,1
311,0.345441818237305,6504,0,3
312,0.416174054145813,6505,-1,1
22636,0.599336743354797,6506,-1,1
313,0.370522022247314,6507,1,5
314,0.547616302967072,6508,-1,1
315,0.312403470277786,6509,-1,1
316,0.307791709899902,6510,0,3
317,0.43235170841217,6511,-1,1
318,0.271865665912628,6512,0,3
319,0.650266289710999,6513,-1,1
320,0.359859079122543,6514,0,3
321,0.366877466440201,6515,1,5
322,0.319218814373016,6516,1,4
323,0.502343773841858,6517,1,5
324,0.409026563167572,6518,1,4
325,0.290844082832336,6519,0,3
326,0.353509187698364,6520,0,3
327,0.360987335443497,6521,0,3
328,0.491016894578934,6522,1,5
329,0.313572883605957,6523,1,4
330,0.394193291664124,6524,1,5
331,0.400533407926559,6525,1,4
332,0.41164430975914,6526,1,4
333,0.333999544382095,6527,0,3
334,0.270027786493301,6528,0,3
335,0.456784605979919,6529,1,4
336,0.391027063131332,6530,1,4
337,0.38440877199173,6531,1,5
338,0.302557587623596,6532,1,4
339,0.277615398168564,6533,0,3
340,0.297521561384201,6534,0,3
342,0.450570642948151,6535,1,5
343,0.395610690116882,6536,1,4
344,0.35093742609024,6537,0,3
345,0.574113726615906,6538,1,5
346,0.333369195461273,6539,-1,1
347,0.349665611982346,6540,1,4
348,0.324328809976578,6541,0,3
349,0.378342658281326,6542,1,4
350,0.37412565946579,6543,-1,1
351,0.290999442338943,6544,0,3
352,0.354735791683197,6545,1,4
353,0.382740080356598,6546,-1,2
354,0.308568686246872,6547,-1,1
19096,0.435501933097839,6548,1,4
355,0.314765363931656,6549,1,4
356,0.315269201993942,6550,0,3
357,0.378988057374954,6551,1,4
358,0.427446782588959,6552,1,4
359,0.351272165775299,6553,1,4
360,0.42599281668663,6554,-1,1
361,0.349426031112671,6555,1,4
362,0.440249502658844,6556,-1,1
363,0.359872132539749,6557,-1,1
364,0.258716374635696,6558,-1,1
365,0.635204076766968,6559,-1,1
366,0.529327392578125,6560,-1,1
367,0.266832947731018,6561,1,4
368,0.356774389743805,6562,1,4
369,0.286313533782959,6563,0,3
370,0.367770165205002,6564,1,4
371,0.259615212678909,6565,-1,1
372,0.369556725025177,6566,-1,1
373,0.52416980266571,6567,-1,1
374,0.392638981342316,6568,1,4
375,0.396312415599823,6569,1,4
376,0.428810626268387,6570,1,4
377,0.308508545160294,6571,0,3
378,0.308312386274338,6572,0,3
379,0.33813601732254,6573,1,4
380,0.262016862630844,6574,0,3
381,0.327100813388824,6575,0,3
382,0.27898433804512,6576,1,4
383,0.377788484096527,6577,-1,1
384,0.291416943073273,6578,1,4
387,0.363572597503662,6579,1,4
388,0.325623959302902,6580,0,3
389,0.317238301038742,6581,-1,1
390,0.362836629152298,6582,1,4
391,0.384586751461029,6583,1,4
392,0.318888604640961,6584,1,4
393,0.305080771446228,6585,-1,1
394,0.415525704622269,6586,0,3
395,0.310079216957092,6587,-1,2
396,0.311630457639694,6588,1,4
397,0.408825069665909,6589,1,4
398,0.252604573965073,6590,0,3
399,0.27645543217659,6591,-1,1
400,0.436222702264786,6592,1,4
401,0.303588569164276,6593,1,4
402,0.297529369592667,6594,0,3
403,0.335252195596695,6595,1,4
404,0.33383896946907,6596,1,4
405,0.331575721502304,6597,0,3
406,0.424271494150162,6598,-1,1
407,0.369912624359131,6599,1,4
408,0.314506828784943,6600,0,3
409,0.331737667322159,6601,1,4
410,0.294949978590012,6602,1,4
411,0.353715986013412,6603,-1,1
412,0.343263655900955,6604,1,4
413,0.283441841602325,6605,-1,1
414,0.278431236743927,6606,0,3
415,0.355160474777222,6607,1,5
416,0.324197322130203,6608,-1,1
417,0.240358397364616,6609,-1,1
418,0.303692787885666,6610,0,3
419,0.49728587269783,6611,-1,1
420,0.401307672262192,6612,1,4
4650,0.234624564647675,6613,-1,1
422,0.253032594919205,6614,1,4
423,0.434112101793289,6615,1,5
424,0.400037437677383,6616,1,4
425,0.257762759923935,6617,1,4
426,0.255044907331467,6618,1,4
427,0.400200456380844,6619,1,5
428,0.360846132040024,6620,-1,1
429,0.341312646865845,6621,1,4
430,0.481614321470261,6622,1,5
431,0.432471573352814,6623,-1,1
432,0.314679265022278,6624,-1,1
433,0.470663338899612,6625,1,5
434,0.592813909053802,6626,-1,1
435,0.369596660137177,6627,0,3
436,0.393517076969147,6628,-1,1
437,0.326138615608215,6629,1,4
438,0.346764832735062,6630,1,4
439,0.373060584068298,6631,-1,1
440,0.468393594026566,6632,-1,1
441,0.400915026664734,6633,1,5
442,0.470663338899612,6634,1,5
443,0.395731806755066,6635,1,5
25572,0.398384362459183,6636,1,5
444,0.408028453588486,6637,1,4
445,0.333369195461273,6638,-1,1
446,0.31750562787056,6639,0,3
447,0.755505800247192,6640,1,5
448,0.358975976705551,6641,1,4
449,0.367256313562393,6642,0,3
450,0.381070196628571,6643,1,4
451,0.365676075220108,6644,1,4
452,0.41383558511734,6645,1,4
453,0.414854884147644,6646,1,5
454,0.367616891860962,6647,1,4
455,0.321070820093155,6648,1,4
456,0.325734198093414,6649,1,5
457,0.536037862300873,6650,-1,1
458,0.314765363931656,6651,1,4
459,0.498848527669907,6652,-1,1
460,0.53520131111145,6653,-1,1
461,0.301791667938232,6654,-1,1
462,0.294046372175217,6655,0,3
463,0.401373118162155,6656,1,4
464,0.602891564369202,6657,-1,1
465,0.279893279075623,6658,-1,2
466,0.541353821754456,6659,-1,1
467,0.345107585191727,6660,1,4
468,0.338577777147293,6661,0,3
469,0.331506997346878,6662,1,4
470,0.362598538398743,6663,1,5
544,0.363738000392914,6664,1,4
471,0.342526704072952,6665,0,3
472,0.357520341873169,6666,1,5
473,0.275826543569565,6667,1,4
474,0.329442530870438,6668,-1,1
475,0.361383825540543,6669,1,5
476,0.297365248203278,6670,-1,1
477,0.321225315332413,6671,-1,1
478,0.328177183866501,6672,1,4
479,0.250650018453598,6673,1,4
480,0.291961401700974,6674,1,4
481,0.373854011297226,6675,1,5
482,0.350217700004578,6676,1,4
483,0.430598497390747,6677,1,4
484,0.28884094953537,6678,1,4
23385,0.334408074617386,6679,0,3
485,0.502149403095245,6680,1,4
486,0.438204288482666,6681,1,5
489,0.332295626401901,6682,0,3
490,0.236936315894127,6683,0,3
492,0.287264376878738,6684,0,3
493,0.345952659845352,6685,0,3
494,0.357791602611542,6686,1,4
1280,0.260812759399414,6687,1,4
1281,0.247392594814301,6688,0,3
1283,0.431768000125885,6689,1,4
1284,0.394513309001923,6690,0,3
1285,0.363388806581497,6691,1,5
1286,0.240754768252373,6692,1,4
1330,0.369072318077087,6693,1,4
487,0.394805729389191,6694,-1,1
488,0.509085178375244,6695,1,5
491,0.31750562787056,6696,0,3
495,0.348538726568222,6697,1,5
496,0.261592656373978,6698,1,5
497,0.436222702264786,6699,1,4
498,0.337326556444168,6700,0,3
499,0.34380567073822,6701,-1,1
500,0.41014090180397,6702,1,4
501,0.327940195798874,6703,1,4
502,0.692599534988403,6704,-1,1
503,0.430358856916428,6705,1,4
568,0.352624177932739,6706,1,4
504,0.244533002376556,6707,1,4
507,0.342077553272247,6708,0,3
508,0.384788602590561,6709,1,4
511,0.370039194822311,6710,1,4
512,0.346462368965149,6711,1,4
514,0.315768629312515,6712,1,4
516,0.283283144235611,6713,1,4
517,0.342063874006271,6714,1,4
518,0.369179308414459,6715,1,4
520,0.379294633865356,6716,1,4
521,0.48466432094574,6717,1,4
522,0.400625824928284,6718,1,4
526,0.246021702885628,6719,1,4
505,0.314190745353699,6720,0,3
506,0.342221170663834,6721,-1,1
509,0.273024797439575,6722,0,3
510,0.415186494588852,6723,1,4
513,0.404701769351959,6724,1,4
515,0.43330505490303,6725,1,4
519,0.416337251663208,6726,1,4
523,0.361718654632568,6727,1,4
524,0.326849311590195,6728,0,3
525,0.277046382427216,6729,1,4
528,0.353077530860901,6730,1,4
529,0.395719826221466,6731,1,4
1288,0.268093228340149,6732,-1,1
1331,0.402348101139069,6733,1,4
527,0.325932532548904,6734,1,4
530,0.428438395261765,6735,1,4
531,0.392932534217834,6736,1,4
532,0.293922394514084,6737,0,3
533,0.266133815050125,6738,1,4
534,0.319821059703827,6739,-1,1
535,0.354716956615448,6740,1,4
536,0.376298695802689,6741,1,4
537,0.327982366085052,6742,1,4
538,0.447949409484863,6743,-1,1
539,0.428088456392288,6744,1,5
540,0.256297826766968,6745,-1,1
541,0.31718310713768,6746,1,5
542,0.454477190971375,6747,1,5
543,0.320650488138199,6748,1,4
545,0.305467158555984,6749,1,4
550,0.255557805299759,6750,0,3
557,0.312392055988312,6751,-1,1
558,0.339072614908218,6752,-1,1
559,0.284027874469757,6753,0,3
561,0.381618559360504,6754,-1,1
562,0.28989765048027,6755,0,3
564,0.334019422531128,6756,0,3
565,0.281540215015411,6757,0,3
570,0.239386409521103,6758,0,3
574,0.329047858715057,6759,-1,1
576,0.328689306974411,6760,-1,1
578,0.54746001958847,6761,-1,1
579,0.386164963245392,6762,0,3
546,0.348630428314209,6763,1,4
547,0.336972653865814,6764,1,4
548,0.275873601436615,6765,1,4
549,0.240318730473518,6766,0,3
551,0.311903148889542,6767,1,4
552,0.240246966481209,6768,0,3
553,0.250376522541046,6769,0,3
554,0.421114593744278,6770,1,5
555,0.357392430305481,6771,1,4
556,0.427261680364609,6772,0,3
560,0.298726737499237,6773,1,4
563,0.29041314125061,6774,0,3
566,0.366548001766205,6775,1,4
567,0.341254621744156,6776,1,4
2528,0.344675034284592,6777,-1,1
569,0.430470734834671,6778,1,4
571,0.27520290017128,6779,1,4
572,0.292213529348373,6780,0,3
573,0.27356743812561,6781,-1,2
575,0.624369442462921,6782,-1,1
577,0.270059674978256,6783,1,4
582,0.31664827466011,6784,0,3
583,0.51237165927887,6785,-1,1
585,0.264031708240509,6786,1,4
589,0.295247673988342,6787,0,3
591,0.312743753194809,6788,1,5
592,0.248418360948563,6789,0,3
593,0.314856141805649,6790,0,3
595,0.318617761135101,6791,0,3
580,0.304085999727249,6792,1,4
581,0.353281885385513,6793,-1,2
584,0.313467532396317,6794,1,4
586,0.304125636816025,6795,0,3
587,0.288660883903503,6796,1,4
588,0.445558816194534,6797,1,4
590,0.344211965799332,6798,1,4
594,0.333496540784836,6799,0,3
598,0.308064609766006,6800,0,3
599,0.277046382427216,6801,1,4
601,0.316902607679367,6802,0,3
603,0.261662006378174,6803,1,4
609,0.359825879335403,6804,1,4
610,0.417435646057129,6805,1,4
611,0.252959996461868,6806,-1,1
596,0.440117597579956,6807,1,4
597,0.284300297498703,6808,0,3
600,0.29834908246994,6809,-1,1
602,0.271354883909225,6810,0,3
604,0.460346847772598,6811,1,4
605,0.264048010110855,6812,0,3
606,0.35138064622879,6813,-1,1
607,0.331266015768051,6814,-1,1
608,0.294926583766937,6815,0,3
612,0.30650669336319,6816,0,3
615,0.349958866834641,6817,0,3
616,0.397401392459869,6818,1,4
617,0.375803917646408,6819,1,4
619,0.399538040161133,6820,-1,1
613,0.255924999713898,6821,-1,1
614,0.397890329360962,6822,1,4
618,0.353670239448547,6823,1,4
620,0.428972333669662,6824,1,4
621,0.293189764022827,6825,-1,1
623,0.315494805574417,6826,1,4
626,0.311442911624908,6827,0,3
627,0.293804258108139,6828,-1,1
628,0.365528136491776,6829,1,4
631,0.42352956533432,6830,1,4
633,0.270465165376663,6831,1,4
634,0.795178830623627,6832,-1,1
636,0.34770542383194,6833,1,5
1332,0.431463301181793,6834,1,4
622,0.272437870502472,6835,0,3
624,0.272300064563751,6836,0,3
625,0.270466566085815,6837,0,3
629,0.286976397037506,6838,0,3
630,0.519024729728699,6839,-1,1
632,0.321979939937592,6840,0,3
635,0.367256313562393,6841,0,3
637,0.558906257152557,6842,-1,1
638,0.31793686747551,6843,-1,1
639,0.257538199424744,6844,1,4
640,0.539390444755554,6845,1,5
641,0.359872132539749,6846,-1,1
642,0.536065578460693,6847,-1,1
643,0.279513895511627,6848,1,5
644,0.401083320379257,6849,1,4
645,0.327527910470963,6850,1,4
646,0.27495402097702,6851,1,5
647,0.356774389743805,6852,1,4
649,0.330872982740402,6853,1,4
651,0.537751615047455,6854,1,5
654,0.443706482648849,6855,1,5
657,0.385572373867035,6856,1,5
658,0.304058194160461,6857,1,4
659,0.301425457000732,6858,1,5
661,0.337087899446487,6859,1,5
662,0.39234670996666,6860,1,4
663,0.390748053789139,6861,1,5
668,0.414545059204102,6862,-1,1
670,0.397723942995071,6863,1,4
672,0.268048226833344,6864,-1,1
19472,0.423125028610229,6865,1,4
648,0.271531730890274,6866,1,5
650,0.33548703789711,6867,1,5
652,0.478069663047791,6868,1,5
653,0.362171500921249,6869,1,5
655,0.412644475698471,6870,1,4
656,0.381670266389847,6871,1,4
660,0.302598863840103,6872,-1,1
664,0.294250398874283,6873,1,5
665,0.333166152238846,6874,1,4
666,0.48493418097496,6875,-1,1
667,0.355689257383347,6876,1,4
669,0.378715336322784,6877,1,4
671,0.337326556444168,6878,0,3
673,0.418406903743744,6879,1,4
674,0.308742761611938,6880,0,3
675,0.481929033994675,6881,-1,1
676,0.439462244510651,6882,-1,1
678,0.328346282243729,6883,1,4
679,0.283517926931381,6884,-1,1
680,0.527665555477142,6885,-1,1
681,0.396841764450073,6886,1,4
682,0.306515216827393,6887,-1,1
683,0.413534879684448,6888,1,4
685,0.388046145439148,6889,1,4
686,0.402941852807999,6890,1,5
687,0.365672618150711,6891,1,4
688,0.398332148790359,6892,1,5
689,0.373965531587601,6893,0,3
20427,0.259350389242172,6894,1,4
677,0.421776324510574,6895,-1,1
684,0.37884646654129,6896,1,4
691,0.491875499486923,6897,1,5
692,0.405920565128326,6898,-1,2
693,0.270465165376663,6899,1,4
695,0.407904714345932,6900,1,5
699,0.481929033994675,6901,-1,1
703,0.278431236743927,6902,0,3
704,0.384040892124176,6903,-1,1
705,0.527665555477142,6904,-1,1
706,0.25300458073616,6905,0,3
707,0.316902607679367,6906,0,3
708,0.353225499391556,6907,1,4
709,0.306515216827393,6908,-1,1
690,0.437502592802048,6909,1,4
694,0.418872326612473,6910,1,5
696,0.268048226833344,6911,-1,1
697,0.312410950660706,6912,0,3
698,0.314765363931656,6913,1,4
700,0.266330987215042,6914,1,4
701,0.421776324510574,6915,-1,1
702,0.426288217306137,6916,-1,1
1289,0.299783170223236,6917,0,3
1290,0.315562725067139,6918,1,4
1294,0.48129665851593,6919,1,5
1296,0.444421738386154,6920,1,5
1298,0.231344372034073,6921,0,3
1346,0.323111265897751,6922,1,4
710,0.318599462509155,6923,1,4
711,0.475050449371338,6924,-1,1
712,0.426304072141647,6925,1,4
713,0.332368433475494,6926,1,4
714,0.424616366624832,6927,1,4
715,0.344798564910889,6928,1,4
716,0.337677419185638,6929,1,4
717,0.420935750007629,6930,1,5
718,0.432824850082397,6931,1,4
719,0.257561802864075,6932,1,4
720,0.351204395294189,6933,-1,1
721,0.391901731491089,6934,1,4
722,0.290698260068893,6935,1,4
723,0.43444287776947,6936,1,5
725,0.474982231855392,6937,-1,1
727,0.505006790161133,6938,1,5
729,0.283317714929581,6939,0,3
730,0.361841797828674,6940,1,4
